[2026-06-04 06:51:23] iteration        1/  100000 | consumed samples:        16384 | elapsed time per iteration (ms): 446213.5 | throughput per GPU (TFLOP/s/GPU): 36.7 | learning rate: 2.000000E-07 | global batch size: 16384 | lm loss: 1.319770E+01 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 10.580 | num zeros: 262293552.0 | params norm: 13415.513 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:48:26] iteration      460/  100000 | consumed samples:      7536640 | elapsed time per iteration (ms): 46010.6 | throughput per GPU (TFLOP/s/GPU): 355.8 | learning rate: 9.200000E-05 | global batch size: 16384 | lm loss: 3.910529E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.261 | num zeros: 264144800.0 | params norm: 13389.233 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:49:12] iteration      461/  100000 | consumed samples:      7553024 | elapsed time per iteration (ms): 45906.9 | throughput per GPU (TFLOP/s/GPU): 356.6 | learning rate: 9.220000E-05 | global batch size: 16384 | lm loss: 3.887611E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.589 | num zeros: 264523440.0 | params norm: 13389.126 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:50:00] iteration      462/  100000 | consumed samples:      7569408 | elapsed time per iteration (ms): 47313.4 | throughput per GPU (TFLOP/s/GPU): 346.0 | learning rate: 9.240000E-05 | global batch size: 16384 | lm loss: 3.892738E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.585 | num zeros: 276719072.0 | params norm: 13389.018 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:50:47] iteration      463/  100000 | consumed samples:      7585792 | elapsed time per iteration (ms): 46919.9 | throughput per GPU (TFLOP/s/GPU): 348.9 | learning rate: 9.260000E-05 | global batch size: 16384 | lm loss: 3.860072E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.493 | num zeros: 270991584.0 | params norm: 13388.913 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:51:33] iteration      464/  100000 | consumed samples:      7602176 | elapsed time per iteration (ms): 46140.4 | throughput per GPU (TFLOP/s/GPU): 354.8 | learning rate: 9.280000E-05 | global batch size: 16384 | lm loss: 3.859448E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.308 | num zeros: 265153264.0 | params norm: 13388.805 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:52:19] iteration      465/  100000 | consumed samples:      7618560 | elapsed time per iteration (ms): 45918.0 | throughput per GPU (TFLOP/s/GPU): 356.5 | learning rate: 9.300000E-05 | global batch size: 16384 | lm loss: 3.812992E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 0.976 | num zeros: 257302640.0 | params norm: 13388.698 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:53:06] iteration      466/  100000 | consumed samples:      7634944 | elapsed time per iteration (ms): 47519.0 | throughput per GPU (TFLOP/s/GPU): 344.5 | learning rate: 9.320000E-05 | global batch size: 16384 | lm loss: 3.820106E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.630 | num zeros: 273047296.0 | params norm: 13388.591 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:53:52] iteration      467/  100000 | consumed samples:      7651328 | elapsed time per iteration (ms): 45828.3 | throughput per GPU (TFLOP/s/GPU): 357.2 | learning rate: 9.340000E-05 | global batch size: 16384 | lm loss: 3.790139E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.142 | num zeros: 273653184.0 | params norm: 13388.485 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:54:38] iteration      468/  100000 | consumed samples:      7667712 | elapsed time per iteration (ms): 46272.3 | throughput per GPU (TFLOP/s/GPU): 353.8 | learning rate: 9.360000E-05 | global batch size: 16384 | lm loss: 3.805994E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.343 | num zeros: 272490976.0 | params norm: 13388.378 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:55:26] iteration      469/  100000 | consumed samples:      7684096 | elapsed time per iteration (ms): 47785.4 | throughput per GPU (TFLOP/s/GPU): 342.6 | learning rate: 9.380000E-05 | global batch size: 16384 | lm loss: 3.807150E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.437 | num zeros: 278324320.0 | params norm: 13388.271 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:56:12] iteration      470/  100000 | consumed samples:      7700480 | elapsed time per iteration (ms): 46268.1 | throughput per GPU (TFLOP/s/GPU): 353.8 | learning rate: 9.400000E-05 | global batch size: 16384 | lm loss: 3.806849E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.784 | num zeros: 268885568.0 | params norm: 13388.165 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:56:59] iteration      471/  100000 | consumed samples:      7716864 | elapsed time per iteration (ms): 46267.4 | throughput per GPU (TFLOP/s/GPU): 353.8 | learning rate: 9.420000E-05 | global batch size: 16384 | lm loss: 3.799738E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.727 | num zeros: 271192480.0 | params norm: 13388.059 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:57:45] iteration      472/  100000 | consumed samples:      7733248 | elapsed time per iteration (ms): 46066.7 | throughput per GPU (TFLOP/s/GPU): 355.4 | learning rate: 9.440000E-05 | global batch size: 16384 | lm loss: 3.781936E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.252 | num zeros: 278157536.0 | params norm: 13387.952 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:58:31] iteration      473/  100000 | consumed samples:      7749632 | elapsed time per iteration (ms): 45857.3 | throughput per GPU (TFLOP/s/GPU): 357.0 | learning rate: 9.460000E-05 | global batch size: 16384 | lm loss: 3.767967E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.637 | num zeros: 265905552.0 | params norm: 13387.845 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 12:59:16] iteration      474/  100000 | consumed samples:      7766016 | elapsed time per iteration (ms): 45922.6 | throughput per GPU (TFLOP/s/GPU): 356.5 | learning rate: 9.480000E-05 | global batch size: 16384 | lm loss: 3.754151E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.523 | num zeros: 279747200.0 | params norm: 13387.739 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:00:03] iteration      475/  100000 | consumed samples:      7782400 | elapsed time per iteration (ms): 46699.7 | throughput per GPU (TFLOP/s/GPU): 350.6 | learning rate: 9.500000E-05 | global batch size: 16384 | lm loss: 3.725715E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.154 | num zeros: 273638208.0 | params norm: 13387.631 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:00:51] iteration      476/  100000 | consumed samples:      7798784 | elapsed time per iteration (ms): 47738.0 | throughput per GPU (TFLOP/s/GPU): 342.9 | learning rate: 9.520000E-05 | global batch size: 16384 | lm loss: 3.716041E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.366 | num zeros: 267783440.0 | params norm: 13387.525 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:01:37] iteration      477/  100000 | consumed samples:      7815168 | elapsed time per iteration (ms): 45983.3 | throughput per GPU (TFLOP/s/GPU): 356.0 | learning rate: 9.540000E-05 | global batch size: 16384 | lm loss: 3.734349E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.815 | num zeros: 275318592.0 | params norm: 13387.418 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:02:23] iteration      478/  100000 | consumed samples:      7831552 | elapsed time per iteration (ms): 46062.3 | throughput per GPU (TFLOP/s/GPU): 355.4 | learning rate: 9.560000E-05 | global batch size: 16384 | lm loss: 3.720736E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.396 | num zeros: 266760416.0 | params norm: 13387.310 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:03:09] iteration      479/  100000 | consumed samples:      7847936 | elapsed time per iteration (ms): 46439.4 | throughput per GPU (TFLOP/s/GPU): 352.5 | learning rate: 9.580000E-05 | global batch size: 16384 | lm loss: 3.725825E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.556 | num zeros: 283506976.0 | params norm: 13387.204 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:03:55] iteration      480/  100000 | consumed samples:      7864320 | elapsed time per iteration (ms): 45681.8 | throughput per GPU (TFLOP/s/GPU): 358.4 | learning rate: 9.600000E-05 | global batch size: 16384 | lm loss: 3.702215E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.376 | num zeros: 256585760.0 | params norm: 13387.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:04:42] iteration      481/  100000 | consumed samples:      7880704 | elapsed time per iteration (ms): 46609.1 | throughput per GPU (TFLOP/s/GPU): 351.3 | learning rate: 9.620000E-05 | global batch size: 16384 | lm loss: 3.681390E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.549 | num zeros: 267423760.0 | params norm: 13386.990 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:05:29] iteration      482/  100000 | consumed samples:      7897088 | elapsed time per iteration (ms): 47422.0 | throughput per GPU (TFLOP/s/GPU): 345.2 | learning rate: 9.640000E-05 | global batch size: 16384 | lm loss: 3.672393E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.364 | num zeros: 262332480.0 | params norm: 13386.883 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:06:15] iteration      483/  100000 | consumed samples:      7913472 | elapsed time per iteration (ms): 46306.8 | throughput per GPU (TFLOP/s/GPU): 353.5 | learning rate: 9.660000E-05 | global batch size: 16384 | lm loss: 3.671312E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.512 | num zeros: 259565808.0 | params norm: 13386.774 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:07:01] iteration      484/  100000 | consumed samples:      7929856 | elapsed time per iteration (ms): 45931.5 | throughput per GPU (TFLOP/s/GPU): 356.4 | learning rate: 9.680000E-05 | global batch size: 16384 | lm loss: 3.644800E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.230 | num zeros: 280303232.0 | params norm: 13386.666 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:07:48] iteration      485/  100000 | consumed samples:      7946240 | elapsed time per iteration (ms): 46623.3 | throughput per GPU (TFLOP/s/GPU): 351.1 | learning rate: 9.700000E-05 | global batch size: 16384 | lm loss: 3.644830E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.663 | num zeros: 262846096.0 | params norm: 13386.557 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:08:34] iteration      486/  100000 | consumed samples:      7962624 | elapsed time per iteration (ms): 46044.8 | throughput per GPU (TFLOP/s/GPU): 355.6 | learning rate: 9.720000E-05 | global batch size: 16384 | lm loss: 3.645525E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.213 | num zeros: 267940240.0 | params norm: 13386.449 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:09:20] iteration      487/  100000 | consumed samples:      7979008 | elapsed time per iteration (ms): 46339.5 | throughput per GPU (TFLOP/s/GPU): 353.3 | learning rate: 9.740000E-05 | global batch size: 16384 | lm loss: 3.648018E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.550 | num zeros: 275546720.0 | params norm: 13386.338 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:10:08] iteration      488/  100000 | consumed samples:      7995392 | elapsed time per iteration (ms): 47337.3 | throughput per GPU (TFLOP/s/GPU): 345.9 | learning rate: 9.760000E-05 | global batch size: 16384 | lm loss: 3.646369E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.608 | num zeros: 266951744.0 | params norm: 13386.230 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:10:56] iteration      489/  100000 | consumed samples:      8011776 | elapsed time per iteration (ms): 47883.0 | throughput per GPU (TFLOP/s/GPU): 341.9 | learning rate: 9.780000E-05 | global batch size: 16384 | lm loss: 3.631638E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.093 | num zeros: 268048496.0 | params norm: 13386.122 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:11:41] iteration      490/  100000 | consumed samples:      8028160 | elapsed time per iteration (ms): 45754.0 | throughput per GPU (TFLOP/s/GPU): 357.8 | learning rate: 9.800000E-05 | global batch size: 16384 | lm loss: 3.622176E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.312 | num zeros: 271786752.0 | params norm: 13386.011 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:12:28] iteration      491/  100000 | consumed samples:      8044544 | elapsed time per iteration (ms): 46312.5 | throughput per GPU (TFLOP/s/GPU): 353.5 | learning rate: 9.820000E-05 | global batch size: 16384 | lm loss: 3.606074E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.193 | num zeros: 270132288.0 | params norm: 13385.903 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:13:14] iteration      492/  100000 | consumed samples:      8060928 | elapsed time per iteration (ms): 46453.2 | throughput per GPU (TFLOP/s/GPU): 352.4 | learning rate: 9.840000E-05 | global batch size: 16384 | lm loss: 3.678724E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.058 | num zeros: 275453568.0 | params norm: 13385.795 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:14:00] iteration      493/  100000 | consumed samples:      8077312 | elapsed time per iteration (ms): 45698.9 | throughput per GPU (TFLOP/s/GPU): 358.3 | learning rate: 9.860000E-05 | global batch size: 16384 | lm loss: 3.711322E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.112 | num zeros: 269260640.0 | params norm: 13385.687 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:14:46] iteration      494/  100000 | consumed samples:      8093696 | elapsed time per iteration (ms): 46702.0 | throughput per GPU (TFLOP/s/GPU): 350.6 | learning rate: 9.880000E-05 | global batch size: 16384 | lm loss: 3.666512E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.541 | num zeros: 273884544.0 | params norm: 13385.580 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:15:34] iteration      495/  100000 | consumed samples:      8110080 | elapsed time per iteration (ms): 47333.2 | throughput per GPU (TFLOP/s/GPU): 345.9 | learning rate: 9.900000E-05 | global batch size: 16384 | lm loss: 3.639716E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.381 | num zeros: 278276160.0 | params norm: 13385.474 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:16:20] iteration      496/  100000 | consumed samples:      8126464 | elapsed time per iteration (ms): 46100.3 | throughput per GPU (TFLOP/s/GPU): 355.1 | learning rate: 9.920000E-05 | global batch size: 16384 | lm loss: 3.625118E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.290 | num zeros: 269500480.0 | params norm: 13385.367 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 13:17:06] iteration      497/  100000 | consumed samples:      8142848 | elapsed time per iteration (ms): 45856.1 | throughput per GPU (TFLOP/s/GPU): 357.0 | learning rate: 9.940000E-05 | global batch size: 16384 | lm loss: 3.704564E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.713 | num zeros: 269628416.0 | params norm: 13385.262 | number of skipped iterations:   0 | number of nan iterations:   0 |
